"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 09 21:08:35 CST 2026","Sat May 09 21:08:35 CST 2026","0","tests","test_allure","","","","参数化登录用例: {case[name]}",""
"passed","Sat May 09 21:08:35 CST 2026","Sat May 09 21:08:35 CST 2026","0","tests","test_allure","","","","验证锁定用户无法登录，会显示锁定提示",""
"passed","Sat May 09 21:08:35 CST 2026","Sat May 09 21:08:35 CST 2026","0","tests","test_allure","","","","验证标准用户可以成功登录系统",""
